Frame: 8, ID: 4 Class: motion, Coor: 482,162,514,231
Frame: 8, ID: 5 Class: motion, Coor: 293,208,331,295
Frame: 9, ID: 4 Class: motion, Coor: 480,162,510,226
Frame: 9, ID: 5 Class: motion, Coor: 296,208,334,295
Frame: 10, ID: 4 Class: motion, Coor: 472,163,499,222
Frame: 10, ID: 5 Class: motion, Coor: 304,207,342,293
Frame: 10, ID: 8 Class: motion, Coor: 567,236,596,325
Frame: 11, ID: 4 Class: motion, Coor: 469,164,504,239
Frame: 11, ID: 5 Class: motion, Coor: 313,206,352,292
Frame: 11, ID: 8 Class: motion, Coor: 554,235,583,325
Frame: 12, ID: 4 Class: motion, Coor: 459,165,497,244
Frame: 12, ID: 5 Class: motion, Coor: 318,205,357,292
Frame: 12, ID: 8 Class: motion, Coor: 542,230,572,323
Frame: 13, ID: 4 Class: motion, Coor: 439,165,480,245
Frame: 13, ID: 5 Class: motion, Coor: 322,203,360,289
Frame: 13, ID: 8 Class: motion, Coor: 531,230,562,323
Frame: 13, ID: 29 Class: motion, Coor: 738,287,760,410
Frame: 14, ID: 4 Class: motion, Coor: 427,167,470,248
Frame: 14, ID: 5 Class: motion, Coor: 333,198,370,281
Frame: 14, ID: 8 Class: motion, Coor: 519,233,549,322
Frame: 14, ID: 29 Class: motion, Coor: 732,286,755,410
Frame: 15, ID: 4 Class: motion, Coor: 433,170,476,250
Frame: 15, ID: 5 Class: motion, Coor: 337,197,373,280
Frame: 15, ID: 8 Class: motion, Coor: 507,232,538,321
Frame: 15, ID: 29 Class: motion, Coor: 727,285,751,406
Frame: 16, ID: 4 Class: motion, Coor: 437,170,478,249
Frame: 16, ID: 5 Class: motion, Coor: 338,197,376,283
Frame: 16, ID: 8 Class: motion, Coor: 495,232,526,323
Frame: 16, ID: 29 Class: motion, Coor: 725,285,750,398
Frame: 17, ID: 4 Class: motion, Coor: 433,171,474,251
Frame: 17, ID: 5 Class: motion, Coor: 342,196,380,283
Frame: 17, ID: 8 Class: motion, Coor: 485,232,516,323
Frame: 17, ID: 29 Class: motion, Coor: 723,280,750,393
Frame: 18, ID: 5 Class: motion, Coor: 350,193,388,279
Frame: 18, ID: 29 Class: motion, Coor: 718,274,748,391
Frame: 19, ID: 5 Class: motion, Coor: 356,192,394,278
Frame: 19, ID: 29 Class: motion, Coor: 713,271,747,390
Frame: 19, ID: 31 Class: motion, Coor: 727,163,753,184
Frame: 19, ID: 32 Class: motion, Coor: 411,169,517,319
Frame: 19, ID: 33 Class: motion, Coor: 132,494,153,522
Frame: 20, ID: 5 Class: motion, Coor: 362,191,399,277
Frame: 20, ID: 29 Class: motion, Coor: 711,269,747,385
Frame: 20, ID: 31 Class: motion, Coor: 727,168,747,185
Frame: 20, ID: 32 Class: motion, Coor: 380,174,483,319
Frame: 20, ID: 33 Class: motion, Coor: 131,494,153,522
Frame: 21, ID: 29 Class: motion, Coor: 703,265,743,380
Frame: 21, ID: 32 Class: motion, Coor: 367,172,471,317
Frame: 22, ID: 29 Class: motion, Coor: 697,262,742,378
Frame: 22, ID: 32 Class: motion, Coor: 359,170,463,314
Frame: 23, ID: 29 Class: motion, Coor: 686,260,734,375
Frame: 23, ID: 32 Class: motion, Coor: 356,168,462,315
Frame: 23, ID: 36 Class: motion, Coor: 31,110,46,125
Frame: 24, ID: 29 Class: motion, Coor: 675,258,726,371
Frame: 24, ID: 32 Class: motion, Coor: 355,171,457,315
Frame: 24, ID: 36 Class: motion, Coor: 31,110,46,125
