Frame: 3, ID: 1 Class: car, Coor: 734,50,767,95
Frame: 3, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 3, ID: 3 Class: person, Coor: 496,156,528,232
Frame: 3, ID: 4 Class: person, Coor: 264,218,295,306
Frame: 3, ID: 5 Class: person, Coor: 632,241,677,324
Frame: 4, ID: 1 Class: car, Coor: 734,50,767,95
Frame: 4, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 4, ID: 3 Class: person, Coor: 493,159,525,234
Frame: 4, ID: 4 Class: person, Coor: 273,217,303,302
Frame: 4, ID: 5 Class: person, Coor: 614,238,660,323
Frame: 5, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 5, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 5, ID: 3 Class: person, Coor: 489,160,521,235
Frame: 5, ID: 4 Class: person, Coor: 281,215,312,303
Frame: 5, ID: 5 Class: person, Coor: 602,240,647,323
Frame: 6, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 6, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 6, ID: 3 Class: person, Coor: 485,162,517,237
Frame: 6, ID: 4 Class: person, Coor: 286,213,317,301
Frame: 6, ID: 5 Class: person, Coor: 593,240,640,325
Frame: 7, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 7, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 7, ID: 3 Class: person, Coor: 483,163,514,239
Frame: 7, ID: 4 Class: person, Coor: 291,212,323,301
Frame: 7, ID: 5 Class: person, Coor: 587,239,633,324
Frame: 8, ID: 1 Class: car, Coor: 733,50,767,95
Frame: 8, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 8, ID: 3 Class: person, Coor: 482,163,514,240
Frame: 8, ID: 4 Class: person, Coor: 296,212,328,299
Frame: 8, ID: 5 Class: person, Coor: 576,237,622,324
Frame: 9, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 9, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 9, ID: 3 Class: person, Coor: 477,163,509,240
Frame: 9, ID: 4 Class: person, Coor: 300,210,333,298
Frame: 9, ID: 5 Class: person, Coor: 567,238,611,323
Frame: 10, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 10, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 10, ID: 3 Class: person, Coor: 471,163,504,243
Frame: 10, ID: 4 Class: person, Coor: 306,208,337,294
Frame: 10, ID: 5 Class: person, Coor: 556,237,601,324
Frame: 11, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 11, ID: 2 Class: truck, Coor: 650,44,722,99
Frame: 11, ID: 3 Class: person, Coor: 466,165,499,246
Frame: 11, ID: 4 Class: person, Coor: 316,207,348,292
Frame: 11, ID: 5 Class: person, Coor: 545,237,589,324
Frame: 12, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 12, ID: 2 Class: truck, Coor: 650,44,722,99
Frame: 12, ID: 3 Class: person, Coor: 462,166,496,246
Frame: 12, ID: 4 Class: person, Coor: 321,205,354,291
Frame: 12, ID: 5 Class: person, Coor: 533,236,576,324
Frame: 13, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 13, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 13, ID: 3 Class: person, Coor: 458,167,491,246
Frame: 13, ID: 4 Class: person, Coor: 325,203,358,290
Frame: 13, ID: 5 Class: person, Coor: 523,237,566,324
Frame: 13, ID: 6 Class: person, Coor: 743,297,763,407
Frame: 14, ID: 1 Class: car, Coor: 733,50,766,95
Frame: 14, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 14, ID: 3 Class: person, Coor: 452,170,484,247
Frame: 14, ID: 4 Class: person, Coor: 333,200,366,286
Frame: 14, ID: 5 Class: person, Coor: 511,237,555,325
Frame: 14, ID: 6 Class: person, Coor: 736,293,758,405
Frame: 15, ID: 1 Class: car, Coor: 732,50,766,96
Frame: 15, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 15, ID: 3 Class: person, Coor: 446,170,478,249
Frame: 15, ID: 4 Class: person, Coor: 337,198,370,284
Frame: 15, ID: 5 Class: person, Coor: 501,236,543,323
Frame: 15, ID: 6 Class: person, Coor: 731,289,754,405
Frame: 16, ID: 1 Class: car, Coor: 732,50,766,96
Frame: 16, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 16, ID: 3 Class: person, Coor: 441,171,474,249
Frame: 16, ID: 4 Class: person, Coor: 341,197,375,284
Frame: 16, ID: 5 Class: person, Coor: 491,234,532,321
Frame: 16, ID: 6 Class: person, Coor: 727,286,751,400
Frame: 17, ID: 1 Class: car, Coor: 733,49,767,95
Frame: 17, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 17, ID: 3 Class: person, Coor: 437,172,471,250
Frame: 17, ID: 4 Class: person, Coor: 345,195,379,284
Frame: 17, ID: 5 Class: person, Coor: 480,235,521,320
Frame: 17, ID: 6 Class: person, Coor: 722,283,747,394
Frame: 18, ID: 1 Class: car, Coor: 733,49,767,95
Frame: 18, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 18, ID: 3 Class: person, Coor: 433,173,466,251
Frame: 18, ID: 4 Class: person, Coor: 353,194,386,278
Frame: 18, ID: 5 Class: person, Coor: 472,234,513,320
Frame: 18, ID: 6 Class: person, Coor: 713,279,739,391
Frame: 19, ID: 1 Class: car, Coor: 733,48,767,95
Frame: 19, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 19, ID: 4 Class: person, Coor: 359,193,393,277
Frame: 19, ID: 5 Class: person, Coor: 461,231,502,320
Frame: 19, ID: 6 Class: person, Coor: 706,278,734,390
Frame: 20, ID: 1 Class: car, Coor: 733,48,767,95
Frame: 20, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 20, ID: 4 Class: person, Coor: 362,192,396,276
Frame: 20, ID: 5 Class: person, Coor: 452,231,492,318
Frame: 20, ID: 6 Class: person, Coor: 702,275,731,389
Frame: 20, ID: 7 Class: person, Coor: 737,277,763,379
Frame: 21, ID: 1 Class: car, Coor: 733,49,767,94
Frame: 21, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 21, ID: 4 Class: person, Coor: 365,190,399,274
Frame: 21, ID: 5 Class: person, Coor: 440,231,479,317
Frame: 21, ID: 6 Class: person, Coor: 692,272,720,379
Frame: 21, ID: 7 Class: person, Coor: 731,273,756,372
Frame: 22, ID: 1 Class: car, Coor: 733,49,767,94
Frame: 22, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 22, ID: 4 Class: person, Coor: 366,189,401,273
Frame: 22, ID: 5 Class: person, Coor: 431,228,470,317
Frame: 22, ID: 6 Class: person, Coor: 683,269,712,376
Frame: 22, ID: 7 Class: person, Coor: 725,272,750,367
Frame: 23, ID: 1 Class: car, Coor: 734,49,766,94
Frame: 23, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 23, ID: 4 Class: person, Coor: 366,189,400,271
Frame: 23, ID: 5 Class: person, Coor: 425,229,462,315
Frame: 23, ID: 6 Class: person, Coor: 677,268,707,375
Frame: 23, ID: 7 Class: person, Coor: 718,271,744,365
Frame: 24, ID: 1 Class: car, Coor: 734,49,766,94
Frame: 24, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 24, ID: 3 Class: person, Coor: 390,178,421,253
Frame: 24, ID: 4 Class: person, Coor: 369,188,402,268
Frame: 24, ID: 5 Class: person, Coor: 405,184,459,312
Frame: 24, ID: 6 Class: person, Coor: 669,265,700,373
Frame: 24, ID: 7 Class: person, Coor: 708,265,736,364
Frame: 25, ID: 1 Class: car, Coor: 734,50,766,94
Frame: 25, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 25, ID: 3 Class: person, Coor: 388,176,417,252
Frame: 25, ID: 4 Class: person, Coor: 370,186,402,267
Frame: 25, ID: 5 Class: person, Coor: 394,178,450,311
Frame: 25, ID: 6 Class: person, Coor: 662,262,693,367
Frame: 25, ID: 7 Class: person, Coor: 700,261,728,360
Frame: 26, ID: 1 Class: car, Coor: 734,50,766,94
Frame: 26, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 26, ID: 3 Class: person, Coor: 385,175,414,251
Frame: 26, ID: 4 Class: person, Coor: 372,186,403,266
Frame: 26, ID: 6 Class: person, Coor: 657,260,688,364
Frame: 26, ID: 7 Class: person, Coor: 694,257,724,357
Frame: 27, ID: 1 Class: car, Coor: 734,51,766,94
Frame: 27, ID: 2 Class: truck, Coor: 651,44,722,99
Frame: 27, ID: 3 Class: person, Coor: 380,175,409,252
Frame: 27, ID: 4 Class: person, Coor: 373,185,406,268
Frame: 27, ID: 6 Class: person, Coor: 653,259,685,361
Frame: 27, ID: 7 Class: person, Coor: 690,256,720,356
Frame: 28, ID: 1 Class: car, Coor: 734,51,766,94
Frame: 28, ID: 2 Class: truck, Coor: 651,44,722,99
