Frame: 3, ID: 1 Class: car, Coor: 733,51,766,92
Frame: 3, ID: 2 Class: van, Coor: 650,43,723,99
Frame: 3, ID: 3 Class: pedestrian, Coor: 496,157,528,233
Frame: 3, ID: 4 Class: pedestrian, Coor: 265,216,296,307
Frame: 3, ID: 5 Class: pedestrian, Coor: 630,238,677,323
Frame: 4, ID: 1 Class: car, Coor: 733,50,766,92
Frame: 4, ID: 2 Class: van, Coor: 650,42,723,99
Frame: 4, ID: 3 Class: pedestrian, Coor: 492,158,524,234
Frame: 4, ID: 4 Class: pedestrian, Coor: 272,214,302,304
Frame: 4, ID: 5 Class: pedestrian, Coor: 613,236,660,323
Frame: 5, ID: 1 Class: car, Coor: 732,51,766,92
Frame: 5, ID: 2 Class: van, Coor: 650,42,722,98
Frame: 5, ID: 3 Class: pedestrian, Coor: 489,161,520,235
Frame: 5, ID: 4 Class: pedestrian, Coor: 279,213,309,300
Frame: 5, ID: 5 Class: pedestrian, Coor: 600,238,647,323
Frame: 6, ID: 1 Class: car, Coor: 732,51,766,92
Frame: 6, ID: 2 Class: van, Coor: 649,42,721,98
Frame: 6, ID: 3 Class: pedestrian, Coor: 484,162,516,238
Frame: 6, ID: 4 Class: pedestrian, Coor: 284,211,315,301
Frame: 6, ID: 5 Class: pedestrian, Coor: 593,238,640,324
Frame: 7, ID: 1 Class: car, Coor: 732,51,766,93
Frame: 7, ID: 2 Class: van, Coor: 649,42,721,97
Frame: 7, ID: 3 Class: pedestrian, Coor: 481,162,513,239
Frame: 7, ID: 4 Class: pedestrian, Coor: 290,212,322,301
Frame: 7, ID: 5 Class: pedestrian, Coor: 586,237,634,324
Frame: 8, ID: 1 Class: car, Coor: 732,51,766,93
Frame: 8, ID: 2 Class: van, Coor: 649,42,721,97
Frame: 8, ID: 3 Class: pedestrian, Coor: 479,163,511,240
Frame: 8, ID: 4 Class: pedestrian, Coor: 295,212,326,299
Frame: 8, ID: 5 Class: pedestrian, Coor: 575,235,622,324
Frame: 9, ID: 1 Class: car, Coor: 732,51,766,92
Frame: 9, ID: 2 Class: van, Coor: 650,43,721,97
Frame: 9, ID: 3 Class: pedestrian, Coor: 476,162,508,240
Frame: 9, ID: 4 Class: pedestrian, Coor: 300,211,331,296
Frame: 9, ID: 5 Class: pedestrian, Coor: 565,235,612,324
Frame: 10, ID: 1 Class: car, Coor: 732,51,766,92
Frame: 10, ID: 2 Class: van, Coor: 649,42,721,97
Frame: 10, ID: 3 Class: pedestrian, Coor: 472,163,504,241
Frame: 10, ID: 4 Class: pedestrian, Coor: 306,210,335,293
Frame: 10, ID: 5 Class: pedestrian, Coor: 555,235,602,324
Frame: 11, ID: 1 Class: car, Coor: 732,51,766,91
Frame: 11, ID: 2 Class: van, Coor: 649,42,720,97
Frame: 11, ID: 3 Class: pedestrian, Coor: 466,165,499,244
Frame: 11, ID: 4 Class: pedestrian, Coor: 317,207,347,290
Frame: 11, ID: 5 Class: pedestrian, Coor: 543,235,588,322
Frame: 12, ID: 1 Class: car, Coor: 732,51,766,91
Frame: 12, ID: 2 Class: van, Coor: 649,41,720,96
Frame: 12, ID: 3 Class: pedestrian, Coor: 463,166,496,246
Frame: 12, ID: 4 Class: pedestrian, Coor: 322,205,353,288
Frame: 12, ID: 5 Class: pedestrian, Coor: 532,235,576,323
Frame: 13, ID: 1 Class: car, Coor: 732,51,766,91
Frame: 13, ID: 2 Class: van, Coor: 649,41,721,96
Frame: 13, ID: 3 Class: pedestrian, Coor: 458,166,491,246
